name	id	nametype	recclass	mass (g)	fall	year	reclat	reclong	GeoLocation	Latitude	Longitude				
Northwest Africa 7347	55764	Valid	L6-melt breccia	1537	Found	1/1/12 0:00	0	0		0	0	1.537	"0,0,1.537,"	"0,0,1537,"	
Northwest Africa 7348	55716	Valid	LL6	1519	Found	1/1/12 0:00	0	0		0	0	1.519	"0,0,1.519,"	"0,0,1519,"	
Northwest Africa 7349	55766	Valid	Ureilite	187.12	Found	1/1/12 0:00	0	0		0	0	0.18712	"0,0,0.18712,"	"0,0,187.12,"	
Northwest Africa 7350	55724	Valid	Mesosiderite-B2	37.48	Found	1/1/12 0:00	0	0		0	0	0.03748	"0,0,0.0374799999999999,"	"0,0,37.4799999999999,"	
Northwest Africa 7367	55767	Valid	Eucrite-cm	35.59	Found	1/1/12 0:00	0	0		0	0	0.03559	"0,0,0.03559,"	"0,0,35.59,"	
Northwest Africa 7368	55711	Valid	H4	1289.39	Found	1/1/12 0:00	0	0		0	0	1.28939	"0,0,1.28939,"	"0,0,1289.39,"	
Northwest Africa 7371	55728	Valid	L~5	15.5	Found	1/1/12 0:00	0	0		0	0	0.0155	"0,0,0.0155,"	"0,0,15.5,"	
Northwest Africa 7373	55730	Valid	L~6	193.8	Found	1/1/11 0:00	0	0		0	0	0.1938	"0,0,0.1938,"	"0,0,193.8,"	
Northwest Africa 7380	55737	Valid	LL~5	61.7	Found	1/1/12 0:00	0	0		0	0	0.0617	"0,0,0.0617,"	"0,0,61.7,"	
Northwest Africa 7381	55738	Valid	H~5	76.6	Found	1/1/11 0:00	0	0		0	0	0.0766	"0,0,0.0765999999999999,"	"0,0,76.5999999999999,"	
Northwest Africa 7382	56134	Valid	LL7	40.2	Found	1/1/12 0:00	0	0		0	0	0.0402	"0,0,0.0402,"	"0,0,40.2,"	
Northwest Africa 7383	56076	Valid	Eucrite	329	Found	1/1/12 0:00	0	0		0	0	0.329	"0,0,0.329,"	"0,0,329,"	
Northwest Africa 7385	56078	Valid	Eucrite	51.69	Found	1/1/12 0:00	0	0		0	0	0.05169	"0,0,0.05169,"	"0,0,51.69,"	
Northwest Africa 7386	56308	Valid	Mesosiderite	131	Found	1/1/11 0:00	0	0		0	0	0.131	"0,0,0.131,"	"0,0,131,"	
Northwest Africa 7387	55725	Valid	Martian (shergottite)	392	Found	1/1/12 0:00	0	0		0	0	0.392	"0,0,0.392,"	"0,0,392,"	
Northwest Africa 7397	55749	Valid	Martian (shergottite)	2130	Found	1/1/12 0:00	0	0		0	0	2.13	"0,0,2.13,"	"0,0,2130,"	
Northwest Africa 7401	56167	Valid	EL6	995.59	Found	1/1/12 0:00	0	0		0	0	0.99559	"0,0,0.99559,"	"0,0,995.59,"	
Northwest Africa 7410	55776	Valid	L5	43.7	Found	1/1/11 0:00	0	0		0	0	0.0437	"0,0,0.0437,"	"0,0,43.7,"	
Northwest Africa 7412	55777	Valid	H4	89.62	Found	1/1/11 0:00	0	0		0	0	0.08962	"0,0,0.08962,"	"0,0,89.62,"	
Northwest Africa 7414	55778	Valid	H4	168.75	Found	1/1/11 0:00	0	0		0	0	0.16875	"0,0,0.16875,"	"0,0,168.75,"	
Northwest Africa 7428	56135	Valid	L6-melt breccia	1830	Found	1/1/12 0:00	0	0		0	0	1.83	"0,0,1.83,"	"0,0,1830,"	
Northwest Africa 7429	56079	Valid	L4	5440	Found	1/1/12 0:00	0	0		0	0	5.44	"0,0,5.44,"	"0,0,5440,"	
Northwest Africa 7450	56119	Valid	LL6	151.17	Found	1/1/12 0:00	0	0		0	0	0.15117	"0,0,0.151169999999999,"	"0,0,151.169999999999,"	
Northwest Africa 7452	56108	Valid	L5	1844	Found	1/1/12 0:00	0	0		0	0	1.844	"0,0,1.844,"	"0,0,1844,"	
Northwest Africa 7455	56111	Valid	H4	648	Found	1/1/12 0:00	0	0		0	0	0.648	"0,0,0.648,"	"0,0,648,"	
Northwest Africa 7456	56112	Valid	L5	2282	Found	1/1/12 0:00	0	0		0	0	2.282	"0,0,2.282,"	"0,0,2282,"	
Northwest Africa 7459	56115	Valid	LL4	264	Found	1/1/12 0:00	0	0		0	0	0.264	"0,0,0.264,"	"0,0,264,"	
Northwest Africa 7460	56116	Valid	L4	1481	Found	1/1/12 0:00	0	0		0	0	1.481	"0,0,1.481,"	"0,0,1481,"	
Northwest Africa 7462	56118	Valid	L4	1521	Found	1/1/12 0:00	0	0		0	0	1.521	"0,0,1.521,"	"0,0,1521,"	
Northwest Africa 7463	56120	Valid	L6	400.19	Found	1/1/12 0:00	0	0		0	0	0.40019	"0,0,0.40019,"	"0,0,400.19,"	
Northwest Africa 7475	56132	Valid	Martian (basaltic breccia)	80.2	Found	1/1/12 0:00	0	0		0	0	0.0802	"0,0,0.0802,"	"0,0,80.2,"	
Northwest Africa 7476	56136	Valid	L6	562.32	Found	1/1/12 0:00	0	0		0	0	0.56232	"0,0,0.56232,"	"0,0,562.32,"	
Northwest Africa 7477	56281	Valid	L3.9	616.18	Found	1/1/12 0:00	0	0		0	0	0.61618	"0,0,0.616179999999999,"	"0,0,616.179999999999,"	
Northwest Africa 7478	56137	Valid	LL6	136.35	Found	1/1/12 0:00	0	0		0	0	0.13635	"0,0,0.13635,"	"0,0,136.35,"	
Northwest Africa 7479	56307	Valid	CV3	1004.18	Found	1/1/12 0:00	0	0		0	0	1.00418	"0,0,1.00418,"	"0,0,1004.18,"	
Northwest Africa 7484	56309	Valid	Howardite	428	Found	1/1/12 0:00	0	0		0	0	0.428	"0,0,0.428,"	"0,0,428,"	
Northwest Africa 7485	56310	Valid	Eucrite-mmict	360.12	Found	1/1/12 0:00	0	0		0	0	0.36012	"0,0,0.36012,"	"0,0,360.12,"	
Northwest Africa 7487	56168	Valid	H4	404.61	Found	1/1/12 0:00	0	0		0	0	0.40461	"0,0,0.40461,"	"0,0,404.61,"	
Northwest Africa 7488	56311	Valid	Eucrite	259	Found	1/1/12 0:00	0	0		0	0	0.259	"0,0,0.259,"	"0,0,259,"	
Northwest Africa 7489	56531	Valid	R3.5-4	248	Found	1/1/12 0:00	0	0		0	0	0.248	"0,0,0.248,"	"0,0,248,"	
Northwest Africa 7490	56181	Valid	Diogenite	1050	Found	1/1/12 0:00	0	0		0	0	1.05	"0,0,1.05,"	"0,0,1050,"	
Northwest Africa 7491	56210	Valid	L6	306.46	Found	1/1/12 0:00	0	0		0	0	0.30646	"0,0,0.306459999999999,"	"0,0,306.459999999999,"	
Northwest Africa 7492	56211	Valid	L6	808.77	Found	1/1/12 0:00	0	0		0	0	0.80877	"0,0,0.80877,"	"0,0,808.77,"	
Northwest Africa 7493	56214	Valid	Lunar (feldsp. breccia)	503	Found	1/1/12 0:00	0	0		0	0	0.503	"0,0,0.503,"	"0,0,503,"	
Northwest Africa 7494	56212	Valid	H6	3553	Found	1/1/12 0:00	0	0		0	0	3.553	"0,0,3.553,"	"0,0,3553,"	
Northwest Africa 7495	56213	Valid	L5	2144.67	Found	1/1/12 0:00	0	0		0	0	2.14467	"0,0,2.14467,"	"0,0,2144.67,"	
Northwest Africa 7496	56314	Valid	Eucrite-pmict	788.4	Found	1/1/12 0:00	22.94781	-13.38527		22.94781	-13.38527	0.7884	"22.94781,-13.38527,0.7884,"	"22.94781,-13.38527,788.4,"	
Northwest Africa 7497	56282	Valid	H4	423	Found	1/1/12 0:00	0	0		0	0	0.423	"0,0,0.423,"	"0,0,423,"	
Northwest Africa 7498	56283	Valid	L4	1101	Found	1/1/12 0:00	0	0		0	0	1.101	"0,0,1.101,"	"0,0,1101,"	
Northwest Africa 7499	56315	Valid	Brachinite	320	Found	1/1/12 0:00	0	0		0	0	0.32	"0,0,0.32,"	"0,0,320,"	
Northwest Africa 7500	56269	Valid	Martian (shergottite)	2040	Found	1/1/12 0:00	0	0		0	0	2.04	"0,0,2.04,"	"0,0,2040,"	
Northwest Africa 7503	56272	Valid	L5-6	572	Found	1/1/12 0:00	0	0		0	0	0.572	"0,0,0.572,"	"0,0,572,"	
Northwest Africa 7504	56273	Valid	L6	1680	Found	1/1/12 0:00	0	0		0	0	1.68	"0,0,1.68,"	"0,0,1680,"	
Northwest Africa 7510	56316	Valid	Howardite	196	Found	1/1/12 0:00	0	0		0	0	0.196	"0,0,0.196,"	"0,0,196,"	
Northwest Africa 7511	56385	Valid	LL3	17.53	Found	1/1/12 0:00	0	0		0	0	0.01753	"0,0,0.01753,"	"0,0,17.53,"	
Northwest Africa 7512	56386	Valid	R3	49.71	Found	1/1/11 0:00	0	0		0	0	0.04971	"0,0,0.04971,"	"0,0,49.71,"	
Northwest Africa 7513	56387	Valid	L3.8	439	Found	1/1/12 0:00	0	0		0	0	0.439	"0,0,0.439,"	"0,0,439,"	
Northwest Africa 7515	56389	Valid	Eucrite	160	Found	1/1/12 0:00	0	0		0	0	0.16	"0,0,0.16,"	"0,0,160,"	
Northwest Africa 7516	56390	Valid	Eucrite	77	Found	1/1/12 0:00	0	0		0	0	0.077	"0,0,0.077,"	"0,0,77,"	
Northwest Africa 7517	56295	Valid	LL5	374	Found	1/1/12 0:00	0	0		0	0	0.374	"0,0,0.374,"	"0,0,374,"	
Northwest Africa 7518	56296	Valid	LL4	650.14	Found	1/1/12 0:00	0	0		0	0	0.65014	"0,0,0.65014,"	"0,0,650.14,"	
Northwest Africa 7519	56317	Valid	L4	2028	Found	1/1/11 0:00	0	0		0	0	2.028	"0,0,2.028,"	"0,0,2028,"	
Northwest Africa 7520	56318	Valid	H4	1550	Found	1/1/12 0:00	0	0		0	0	1.55	"0,0,1.55,"	"0,0,1550,"	
Northwest Africa 7533	56550	Valid	Achondrite-ung	84	Found	1/1/12 0:00	0	0		0	0	0.084	"0,0,0.084,"	"0,0,84,"	
Northwest Africa 7534	57288	Valid	H6-melt breccia	736	Found	1/1/12 0:00	0	0		0	0	0.736	"0,0,0.736,"	"0,0,736,"	
Northwest Africa 7546	56557	Valid	Howardite	128	Found	1/1/12 0:00	0	0		0	0	0.128	"0,0,0.128,"	"0,0,128,"	
Northwest Africa 7547	56558	Valid	Eucrite-mmict	176	Found	1/1/12 0:00	0	0		0	0	0.176	"0,0,0.176,"	"0,0,176,"	
Northwest Africa 7548	56407	Valid	L4	1300	Found	1/1/12 0:00	0	0		0	0	1.3	"0,0,1.3,"	"0,0,1300,"	
Northwest Africa 7549	57250	Valid	Eucrite-mmict	77.3	Found	1/1/12 0:00	0	0		0	0	0.0773	"0,0,0.0773,"	"0,0,77.3,"	
Northwest Africa 7550	57251	Valid	CK4	225	Found	1/1/12 0:00	0	0		0	0	0.225	"0,0,0.225,"	"0,0,225,"	
Northwest Africa 7551	57252	Valid	Eucrite-mmict	830	Found	1/1/12 0:00	0	0		0	0	0.83	"0,0,0.83,"	"0,0,830,"	
Northwest Africa 7552	57253	Valid	Eucrite-mmict	1200	Found	1/1/12 0:00	0	0		0	0	1.2	"0,0,1.2,"	"0,0,1200,"	
Northwest Africa 7555	57256	Valid	Eucrite	300	Found	1/1/12 0:00	0	0		0	0	0.3	"0,0,0.3,"	"0,0,300,"	
Northwest Africa 7557	56559	Valid	Howardite	270	Found	1/1/11 0:00	0	0		0	0	0.27	"0,0,0.27,"	"0,0,270,"	
Northwest Africa 7559	56416	Valid	L5-6	267	Found	1/1/11 0:00	0	0		0	0	0.267	"0,0,0.267,"	"0,0,267,"	
Northwest Africa 7560	56417	Valid	L6	1302	Found	1/1/11 0:00	0	0		0	0	1.302	"0,0,1.302,"	"0,0,1302,"	
Northwest Africa 7561	56418	Valid	L4	1063	Found	1/1/11 0:00	0	0		0	0	1.063	"0,0,1.063,"	"0,0,1063,"	
Northwest Africa 7562	56419	Valid	LL6	407	Found	1/1/11 0:00	0	0		0	0	0.407	"0,0,0.407,"	"0,0,407,"	
Northwest Africa 7563	56420	Valid	L6	171	Found	1/1/11 0:00	0	0		0	0	0.171	"0,0,0.171,"	"0,0,171,"	
Northwest Africa 7564	56421	Valid	L6	520	Found	1/1/11 0:00	0	0		0	0	0.52	"0,0,0.52,"	"0,0,520,"	
Northwest Africa 7566	56560	Valid	LL3-6	51	Found	1/1/12 0:00	0	0		0	0	0.051	"0,0,0.051,"	"0,0,51,"	
Northwest Africa 7568	56561	Valid	CM2	12	Found	1/1/12 0:00	0	0		0	0	0.012	"0,0,0.012,"	"0,0,12,"	
Northwest Africa 7569	56562	Valid	CK5	41	Found	1/1/12 0:00	0	0		0	0	0.041	"0,0,0.041,"	"0,0,41,"	
Northwest Africa 7570	56563	Valid	Eucrite	402	Found	1/1/12 0:00	0	0		0	0	0.402	"0,0,0.402,"	"0,0,402,"	
Northwest Africa 7571	56578	Valid	Eucrite-pmict	754	Found	1/1/12 0:00	0	0		0	0	0.754	"0,0,0.754,"	"0,0,754,"	
Northwest Africa 7574	56579	Valid	Eucrite-pmict	90	Found	1/1/12 0:00	0	0		0	0	0.09	"0,0,0.09,"	"0,0,90,"	
Northwest Africa 7575	56424	Valid	LL6	246	Found	1/1/12 0:00	0	0		0	0	0.246	"0,0,0.246,"	"0,0,246,"	
Northwest Africa 7576	56580	Valid	Howardite	277	Found	1/1/11 0:00	0	0		0	0	0.277	"0,0,0.277,"	"0,0,277,"	
Northwest Africa 7577	56581	Valid	H3	31	Found	1/1/12 0:00	0	0		0	0	0.031	"0,0,0.031,"	"0,0,31,"	
Northwest Africa 7578	56425	Valid	LL6	51	Found	1/1/12 0:00	0	0		0	0	0.051	"0,0,0.051,"	"0,0,51,"	
Northwest Africa 7582	56426	Valid	L6	126	Found	1/1/12 0:00	0	0		0	0	0.126	"0,0,0.126,"	"0,0,126,"	
Northwest Africa 7584	56427	Valid	L6	195	Found	1/1/12 0:00	0	0		0	0	0.195	"0,0,0.195,"	"0,0,195,"	
Northwest Africa 7586	56582	Valid	L-melt rock	51	Found	1/1/12 0:00	0	0		0	0	0.051	"0,0,0.051,"	"0,0,51,"	
Northwest Africa 7587	56428	Valid	L6	1877	Found	1/1/12 0:00	0	0		0	0	1.877	"0,0,1.877,"	"0,0,1877,"	
Northwest Africa 7588	56429	Valid	L6	1963	Found	1/1/12 0:00	0	0		0	0	1.963	"0,0,1.963,"	"0,0,1963,"	
Northwest Africa 7589	56583	Valid	CV3	864	Found	1/1/12 0:00	0	0		0	0	0.864	"0,0,0.864,"	"0,0,864,"	
Northwest Africa 7591	56430	Valid	L6	26	Found	1/1/12 0:00	0	0		0	0	0.026	"0,0,0.026,"	"0,0,26,"	
Northwest Africa 7605	56546	Valid	Brachinite	320	Found	1/1/12 0:00	0	0		0	0	0.32	"0,0,0.32,"	"0,0,320,"	
Northwest Africa 7606	56645	Valid	LL3.4	159	Found	1/1/12 0:00	0	0		0	0	0.159	"0,0,0.159,"	"0,0,159,"	
Northwest Africa 7607	56650	Valid	LL3.4	111	Found	1/1/12 0:00	0	0		0	0	0.111	"0,0,0.111,"	"0,0,111,"	
Northwest Africa 7608	56584	Valid	Diogenite	413	Found	1/1/12 0:00	0	0		0	0	0.413	"0,0,0.413,"	"0,0,413,"	
Northwest Africa 7609	56585	Valid	Eucrite	249	Found	1/1/12 0:00	0	0		0	0	0.249	"0,0,0.249,"	"0,0,249,"	
Northwest Africa 7611	56586	Valid	Lunar	916	Found	1/1/12 0:00	0	0		0	0	0.916	"0,0,0.916,"	"0,0,916,"	
Northwest Africa 7612	56587	Valid	LL4	193	Found	1/1/11 0:00	0	0		0	0	0.193	"0,0,0.193,"	"0,0,193,"	
Northwest Africa 7613	56687	Valid	CV3	222	Found	1/1/11 0:00	0	0		0	0	0.222	"0,0,0.222,"	"0,0,222,"	
Northwest Africa 7614	56688	Valid	LL3	226	Found	1/1/11 0:00	0	0		0	0	0.226	"0,0,0.226,"	"0,0,226,"	
Northwest Africa 7615	56646	Valid	CK6	1100	Found	1/1/12 0:00	0	0		0	0	1.1	"0,0,1.1,"	"0,0,1100,"	
Northwest Africa 7616	56568	Valid	L5	402	Found	1/1/11 0:00	0	0		0	0	0.402	"0,0,0.402,"	"0,0,402,"	
Northwest Africa 7617	56569	Valid	H4	700	Found	1/1/11 0:00	0	0		0	0	0.7	"0,0,0.7,"	"0,0,700,"	
Northwest Africa 7618	56570	Valid	H4	140	Found	1/1/11 0:00	0	0		0	0	0.14	"0,0,0.14,"	"0,0,140,"	
Northwest Africa 7619	56571	Valid	H4	154	Found	1/1/11 0:00	0	0		0	0	0.154	"0,0,0.154,"	"0,0,154,"	
Northwest Africa 7620	57343	Valid	EL6	147	Found	1/1/11 0:00	0	0		0	0	0.147	"0,0,0.147,"	"0,0,147,"	
Northwest Africa 7621	56572	Valid	H5	29	Found	1/1/11 0:00	0	0		0	0	0.029	"0,0,0.029,"	"0,0,29,"	
Northwest Africa 7622	57344	Valid	H3	61	Found	1/1/11 0:00	0	0		0	0	0.061	"0,0,0.061,"	"0,0,61,"	
Northwest Africa 7623	56573	Valid	L5	46	Found	1/1/11 0:00	0	0		0	0	0.046	"0,0,0.046,"	"0,0,46,"	
Northwest Africa 7624	56574	Valid	H5	41.3	Found	1/1/11 0:00	0	0		0	0	0.0413	"0,0,0.0413,"	"0,0,41.3,"	
Northwest Africa 7625	57164	Valid	H4	99.5	Found	1/1/11 0:00	0	0		0	0	0.0995	"0,0,0.0995,"	"0,0,99.5,"	
Northwest Africa 7626	57345	Valid	H-melt breccia	60	Found	1/1/11 0:00	0	0		0	0	0.06	"0,0,0.06,"	"0,0,60,"	
Northwest Africa 7627	57346	Valid	H-melt breccia	31	Found	1/1/11 0:00	0	0		0	0	0.031	"0,0,0.031,"	"0,0,31,"	
Northwest Africa 7628	56651	Valid	L5	19.7	Found	1/1/11 0:00	0	0		0	0	0.0197	"0,0,0.0197,"	"0,0,19.7,"	
Northwest Africa 7635	56618	Valid	Martian (shergottite)	195.8	Found	1/1/12 0:00	0	0		0	0	0.1958	"0,0,0.1958,"	"0,0,195.8,"	
Northwest Africa 7648	56631	Valid	LL4	145	Found	1/1/12 0:00	0	0		0	0	0.145	"0,0,0.145,"	"0,0,145,"	
Northwest Africa 7649	56632	Valid	H4	270	Found	1/1/12 0:00	0	0		0	0	0.27	"0,0,0.27,"	"0,0,270,"	
Northwest Africa 7650	56633	Valid	L6	11115	Found	1/1/12 0:00	0	0		0	0	11.115	"0,0,11.115,"	"0,0,11115,"	
Northwest Africa 7651	56723	Valid	Eucrite-cm	2480	Found	1/1/12 0:00	0	0		0	0	2.48	"0,0,2.48,"	"0,0,2480,"	
Northwest Africa 7652	56724	Valid	L3.6	247	Found	1/1/12 0:00	0	0		0	0	0.247	"0,0,0.247,"	"0,0,247,"	
Northwest Africa 7653	56611	Valid	L5	106	Found	1/1/12 0:00	0	0		0	0	0.106	"0,0,0.106,"	"0,0,106,"	
Northwest Africa 7654	56612	Valid	L5	6288	Found	1/1/12 0:00	0	0		0	0	6.288	"0,0,6.288,"	"0,0,6288,"	
Northwest Africa 7655	56725	Valid	CR2	250	Found	1/1/12 0:00	0	0		0	0	0.25	"0,0,0.25,"	"0,0,250,"	
Northwest Africa 7656	56726	Valid	L3.3	2230	Found	1/1/12 0:00	0	0		0	0	2.23	"0,0,2.23,"	"0,0,2230,"	
Northwest Africa 7657	56727	Valid	Mesosiderite	2280	Found	1/1/12 0:00	0	0		0	0	2.28	"0,0,2.28,"	"0,0,2280,"	
Northwest Africa 7658	56728	Valid	L3.5	109	Found	1/1/12 0:00	0	0		0	0	0.109	"0,0,0.109,"	"0,0,109,"	
Northwest Africa 7659	56647	Valid	H4	295.7	Found	1/1/11 0:00	0	0		0	0	0.2957	"0,0,0.2957,"	"0,0,295.7,"	
Northwest Africa 7661	56652	Valid	L5	100	Found	1/1/11 0:00	0	0		0	0	0.1	"0,0,0.1,"	"0,0,100,"	
Northwest Africa 7662	56654	Valid	L5	882	Found	1/1/11 0:00	24.77583	-14.56283		24.77583	-14.56283	0.882	"24.77583,-14.56283,0.882,"	"24.77583,-14.56283,882,"	
Northwest Africa 7663	56655	Valid	LL5-6	276.6	Found	1/1/11 0:00	0	0		0	0	0.2766	"0,0,0.2766,"	"0,0,276.6,"	
Northwest Africa 7666	56675	Valid	LL6	442	Found	1/1/12 0:00	0	0		0	0	0.442	"0,0,0.442,"	"0,0,442,"	
Northwest Africa 7667	56676	Valid	L4	172	Found	1/1/12 0:00	0	0		0	0	0.172	"0,0,0.172,"	"0,0,172,"	
Northwest Africa 7668	56677	Valid	H4	2500	Found	1/1/12 0:00	0	0		0	0	2.5	"0,0,2.5,"	"0,0,2500,"	
Northwest Africa 7675	56684	Valid	L5	663	Found	1/1/12 0:00	0	0		0	0	0.663	"0,0,0.663,"	"0,0,663,"	
Northwest Africa 7678	57140	Valid	CV3	4236	Found	1/1/12 0:00	0	0		0	0	4.236	"0,0,4.236,"	"0,0,4236,"	
Northwest Africa 7679	56718	Valid	L6	241	Found	1/1/12 0:00	0	0		0	0	0.241	"0,0,0.241,"	"0,0,241,"	
Northwest Africa 7680	57218	Valid	Achondrite-ung	123.72	Found	1/1/11 0:00	0	0		0	0	0.12372	"0,0,0.12372,"	"0,0,123.72,"	
Northwest Africa 7681	56719	Valid	LL5	846	Found	1/1/12 0:00	0	0		0	0	0.846	"0,0,0.846,"	"0,0,846,"	
Northwest Africa 7682	57136	Valid	Eucrite	73	Found	1/1/12 0:00	0	0		0	0	0.073	"0,0,0.073,"	"0,0,73,"	
Northwest Africa 7683	57137	Valid	L3.6	609	Found	1/1/12 0:00	0	0		0	0	0.609	"0,0,0.609,"	"0,0,609,"	
Northwest Africa 7684	56720	Valid	H4	314	Found	1/1/11 0:00	0	0		0	0	0.314	"0,0,0.314,"	"0,0,314,"	
Northwest Africa 7686	57141	Valid	Ureilite	3146	Found	1/1/12 0:00	0	0		0	0	3.146	"0,0,3.146,"	"0,0,3146,"	
Northwest Africa 7687	56730	Valid	L5-6	288	Found	1/1/11 0:00	0	0		0	0	0.288	"0,0,0.288,"	"0,0,288,"	
Northwest Africa 7688	57142	Valid	LL3	232	Found	1/1/11 0:00	0	0		0	0	0.232	"0,0,0.232,"	"0,0,232,"	
Northwest Africa 7689	57143	Valid	L3	181	Found	1/1/11 0:00	0	0		0	0	0.181	"0,0,0.181,"	"0,0,181,"	
Northwest Africa 7690	57144	Valid	CV3	125	Found	1/1/11 0:00	0	0		0	0	0.125	"0,0,0.125,"	"0,0,125,"	
Northwest Africa 7691	56731	Valid	LL6	275	Found	1/1/11 0:00	0	0		0	0	0.275	"0,0,0.275,"	"0,0,275,"	
Northwest Africa 7692	57145	Valid	CV3	444	Found	1/1/12 0:00	0	0		0	0	0.444	"0,0,0.444,"	"0,0,444,"	
Northwest Africa 7693	56732	Valid	L5	3800	Found	1/1/12 0:00	0	0		0	0	3.8	"0,0,3.8,"	"0,0,3800,"	
Northwest Africa 7694	56733	Valid	H5	1316	Found	1/1/12 0:00	0	0		0	0	1.316	"0,0,1.316,"	"0,0,1316,"	
Northwest Africa 7695	57146	Valid	CO3	50	Found	1/1/12 0:00	0	0		0	0	0.05	"0,0,0.05,"	"0,0,50,"	
Northwest Africa 7696	57147	Valid	CK6	120	Found	1/1/12 0:00	0	0		0	0	0.12	"0,0,0.12,"	"0,0,120,"	
Northwest Africa 7697	57148	Valid	CV3	100	Found	1/1/12 0:00	0	0		0	0	0.1	"0,0,0.1,"	"0,0,100,"	
Northwest Africa 7698	57149	Valid	Ureilite	15	Found	1/1/12 0:00	0	0		0	0	0.015	"0,0,0.015,"	"0,0,15,"	
Northwest Africa 7701	57150	Valid	CK6	55	Found	1/1/01 0:00	0	0		0	0	0.055	"0,0,0.055,"	"0,0,55,"	
Northwest Africa 7702	57151	Valid	Eucrite-pmict	50	Found	1/1/11 0:00	0	0		0	0	0.05	"0,0,0.05,"	"0,0,50,"	
Northwest Africa 7703	56735	Valid	H6	123	Found	1/1/11 0:00	0	0		0	0	0.123	"0,0,0.123,"	"0,0,123,"	
Northwest Africa 7705	57152	Valid	Eucrite-pmict	124	Found	1/1/12 0:00	0	0		0	0	0.124	"0,0,0.124,"	"0,0,124,"	
Northwest Africa 7706	57153	Valid	Eucrite-pmict	279	Found	1/1/12 0:00	0	0		0	0	0.279	"0,0,0.279,"	"0,0,279,"	
Northwest Africa 7707	56736	Valid	L6	2441	Found	1/1/12 0:00	0	0		0	0	2.441	"0,0,2.441,"	"0,0,2441,"	
Northwest Africa 7708	57154	Valid	Mesosiderite	87	Found	1/1/12 0:00	0	0		0	0	0.087	"0,0,0.087,"	"0,0,87,"	
Northwest Africa 7710	56737	Valid	LL5	211	Found	1/1/12 0:00	0	0		0	0	0.211	"0,0,0.211,"	"0,0,211,"	
Northwest Africa 7711	56738	Valid	LL5-6	487	Found	1/1/12 0:00	0	0		0	0	0.487	"0,0,0.487,"	"0,0,487,"	
Northwest Africa 7712	57155	Valid	R3-6	53	Found	1/1/12 0:00	0	0		0	0	0.053	"0,0,0.053,"	"0,0,53,"	
Northwest Africa 7713	56739	Valid	H5	1255	Found	1/1/12 0:00	0	0		0	0	1.255	"0,0,1.255,"	"0,0,1255,"	
Northwest Africa 7714	57156	Valid	Howardite	119	Found	1/1/12 0:00	0	0		0	0	0.119	"0,0,0.119,"	"0,0,119,"	
Northwest Africa 7717	56742	Valid	H4	85	Found	1/1/12 0:00	0	0		0	0	0.085	"0,0,0.085,"	"0,0,85,"	
Northwest Africa 7720	56745	Valid	H4	2500	Found	1/1/12 0:00	0	0		0	0	2.5	"0,0,2.5,"	"0,0,2500,"	
Northwest Africa 7721	56746	Valid	Martian (shergottite)	32	Found	1/1/12 0:00	0	0		0	0	0.032	"0,0,0.032,"	"0,0,32,"	
Northwest Africa 7722	56747	Valid	L6	155	Found	1/1/12 0:00	0	0		0	0	0.155	"0,0,0.155,"	"0,0,155,"	
Northwest Africa 7724	56749	Valid	L6	1000	Found	1/1/12 0:00	0	0		0	0	1	"0,0,1,"	"0,0,1000,"	
Northwest Africa 7729	56754	Valid	LL5	250	Found	1/1/12 0:00	0	0		0	0	0.25	"0,0,0.25,"	"0,0,250,"	
Northwest Africa 7730	57161	Valid	LL3.4	373	Found	1/1/12 0:00	0	0		0	0	0.373	"0,0,0.373,"	"0,0,373,"	
Northwest Africa 7731	57162	Valid	L3.00	81	Found	1/1/12 0:00	0	0		0	0	0.081	"0,0,0.081,"	"0,0,81,"	
Northwest Africa 7732	56755	Valid	H6	550	Found	1/1/12 0:00	0	0		0	0	0.55	"0,0,0.55,"	"0,0,550,"	
Northwest Africa 7733	56756	Valid	LL5-6	1835	Found	1/1/12 0:00	0	0		0	0	1.835	"0,0,1.835,"	"0,0,1835,"	
Northwest Africa 7734	56757	Valid	LL4-6	1900	Found	1/1/12 0:00	0	0		0	0	1.9	"0,0,1.9,"	"0,0,1900,"	
Northwest Africa 7735	56758	Valid	L4	210	Found	1/1/12 0:00	0	0		0	0	0.21	"0,0,0.21,"	"0,0,210,"	
Northwest Africa 7736	56759	Valid	LL6	490	Found	1/1/12 0:00	0	0		0	0	0.49	"0,0,0.49,"	"0,0,490,"	
Northwest Africa 7737	56760	Valid	L6	874	Found	1/1/12 0:00	0	0		0	0	0.874	"0,0,0.874,"	"0,0,874,"	
Northwest Africa 7738	56761	Valid	L6	868	Found	1/1/12 0:00	0	0		0	0	0.868	"0,0,0.868,"	"0,0,868,"	
Northwest Africa 7739	57271	Valid	L3	140	Found	1/1/12 0:00	0	0		0	0	0.14	"0,0,0.14,"	"0,0,140,"	
Northwest Africa 7740	56762	Valid	H4	32	Found	1/1/12 0:00	0	0		0	0	0.032	"0,0,0.032,"	"0,0,32,"	
Northwest Africa 7741	56763	Valid	H6	70	Found	1/1/12 0:00	0	0		0	0	0.07	"0,0,0.07,"	"0,0,70,"	
Northwest Africa 7742	56764	Valid	H4	112	Found	1/1/12 0:00	0	0		0	0	0.112	"0,0,0.112,"	"0,0,112,"	
